,labels,sentences
606825,0,@venkateshg and machan.. will get to ur page once in madras on sunday da! net disconnected here!tweetin from mobile! 
73490,0,My dad keep doin' that without any regret ya kno. and he even text me to be in his side . Poor my mom . Geez FML ! 
708309,0,We just lost to Pacifica.   it was a good game 3 to 4.
202820,0,@saralena_g You don't like his bow- ties? 
597963,0,@hillabeans that link didn't work for me 
723110,0,"@jodie_mateyy - 4 a start, i cud tell you wernt lstnin. Then i pressed a wrong buton n sounded silly! then auto pilot kept cuming on!!  xx"
178408,0,"still babysitting, i want another boost "
661244,0,in prague. sobrang ganda.  at miss sophie's pink grey and white hotel room &lt;3 air - photograph ahhhhhhhh &lt;3 @anechoicheart
564924,0,Peyton broke her ankle at gymnastics last night. May need surgery. Prayers please. 
1422955,1,1
924137,1,1
902553,1,1
884743,1,1
1141559,1,1
26666,0,Have so much work to do today  Should have started yesterday
848432,1,1
1592835,1,1
301413,0,@XPLOSIVECXC ima read the book again...maybe a couple of times before the movie comes out...cuz im gettin juiced &amp; we have to wait 6 mths 
1352682,1,1
48329,0,"oh noes, vacation almost over "
1458320,1,1
392160,0,"Am I the only Scifi fan around here? You know, Farscape, Stargate, Battlestar Galactica, Firefly Stuff like that. I'm the only stargazer? "
1570354,1,1
1274438,1,1
442365,0,my poor car is smoking again....stupid gas station man 
392701,0,@bullett  just got it! Weird huh? Woke up sad though  LOL
706560,0,Leaving senior send off party  ahwwe it was fun while it lasted ! Slept at 4am ;)
1057968,1,1
1448733,1,1
1169929,1,1
621828,0,"You guys my skin looks hella discolored and drained, in a way. All the veins on my hands are BLUE, omg I'm corpse-like.  what's wrong??"
145034,0,I'm sad about the new iPhone. I donwanna feel like i have the second rate version with a whole yr remaining of my current iPhone contract 
1344809,1,1
1451209,1,1
49530,0,Awake  and getting some more contacts on myspace.
1464383,1,1
941373,1,1
651692,0,Feeling super sick... 
771679,0,never felt more crap about myself ever. i don't actually know why i feel like this atm either 
1188879,1,1
1166478,1,1
1204682,1,1
240681,0,just got back from penang and she misses penang already 
209165,0,"@Sharonn91 girl, where are you? "
1014917,1,1
876958,1,1
509895,0," downloaded one movie yesterday and having some problem with that ,  i thnk i deserve that..."
362423,0,@turkfontaine I recognize your name from the blogs though you don't comment on mine! 
1327159,1,1
31511,0,"ugh, i'm sick again! mummy is kinda sick too "
466457,0,I really should go into uni and pick up my speakers. That and I'm sure I left Daves tasty apples on scotts desk 
1266623,1,1
104319,0,wonders if there are any local online art consignment shops for us southcoast artists? The place I sold a lot of my art went outa biz 
1314661,1,1
589758,0,Want to go on a walk but back is still messed up 
475839,0,"After a good mornings work on presentation, finding it hard to get back into it post lunch "
566753,0,Delhi traffic really sux.. Stuck at India Gate fr 2 hours 
1450605,1,1
1037553,1,1
668073,0,@danisanna I lost the game too 
71538,0,@xAcclaim07x man i wish i could have dreams about my stories... that would make writing it that much easier.  u suck
734352,0,Another sleepless night... 
1315569,1,1
818503,1,1
1011420,1,1
255880,0,@Ruby_RplcmntGrl You're the dummy foo!!I don't kno nobody on Twitter 
773646,0,i'm home after a looooooooong ride back home... Vegas was the shit!!  back to work 2morrow!    Vegas was the shit~!!
1359540,1,1
273121,0,"@Fraser101 Nothing, he was just very distant. maybe he is slightly mad at me for not carrying on..  I thought of a good band name yday...!"
706297,0,They say when god closes a door he opens a window...I can't seem to find my window 
866885,1,1
959440,1,1
1257646,1,1
374757,0,"My neighbor mega-sideswiped the entire side of my car  I saw it happen, and he says he has good insurance. Sincerely hope so."
1455187,1,1
696227,0,dammit! that was supossed to be us! 
745091,0,@ATPatterson_MSW I wish mine was fixed too. 
1505811,1,1
616485,0,Shoving throat tablets and medicine down my throat  bad times.
1310474,1,1
1174258,1,1
897298,1,1
1363538,1,1
658090,0,we hit gainesville.    gross
543298,0,These have been very long 8 hour days. 
468080,0,"@helencaryllaw I can tell you now, you may aswell have just read my mind  Meh. Deflated, rubbish yuk - thats how I'm feeling today!! x"
565965,0,@jacekdudzic  But you have paczki and mazurki which more than makes up for your lack of Venti Cafe Mochas 
911605,1,1
439536,0,"@eight2178 aw, bro. I hope she gets better soon.  there's this bad flu going around. Plus, this weather aint helping."
269702,0,@fudgecrumpet has decided to spend his week off in bed and not with me 
408772,0,watching mando diao live at rock am ring on telly. why can't i be there? 
1055057,1,1
811852,1,1
493591,0,"Hey ,, just got back,, still very sick i've been sick for almost over a week and just today i'm going to the doctor,, I've sufering alot "
1079220,1,1
1141617,1,1
948659,1,1
902621,1,1
1392790,1,1
1189950,1,1
318864,0,"want to be anywhere but here right now... fugded up the first history paper, second went ok, i hope. cannot be bothered with chemistry "
215566,0,Eating wendys  yuckkk
1450368,1,1
554758,0,Sooooo tired. Why can't I fall asleep 
13679,0,@bdiflip Yep it does doesn't it... 
199633,0,ohhh..I'm gonna get so wet until I get inside the car 
877059,1,1
357230,0,@kirstiealley so I should put my triangle and tamberine away then? 
1575179,1,1
490890,0,My car is dead!  Having a car was very short-lived. Fuck!
859524,1,1
214087,0,work tonight 
956996,1,1
1156638,1,1
1315120,1,1
587328,0,i can't decide on a phone 
1327443,1,1
36859,0,oracel si known to kill innovation. If they dont kill mysql they will atleast kill the innovative features 
282700,0,cancelling the trip to bangkok  
1447174,1,1
230219,0,Moving sucks. Just took a chunk out of my finger trying to move a box out of the car 
1320237,1,1
819053,1,1
782662,0,I miss cheer. 
1362402,1,1
100580,0,@hesa is it ever! I'd like one for my birthday 
525623,0,"throat still sore, sigh "
184911,0,@RiskyBusinessMB I try calling so many times I didn't get thew  it would really make my day if you replied&lt;3
930928,1,1
135576,0,soooo sean . attempted to take photo of just me :] but failed cos my cameras dead 
251560,0,why do all the good rides keep breaking down? 
1220551,1,1
745442,0,"@TimbrePitch Thanks: I hope I'll be able to follow him via web.  I do receive NBC via satellite, but they broadcast mainly economic news."
231091,0,I now understand why people choose to run away. Why they choose to be homeless. And why they choose to commit suicide... 
783998,0,It's way too far babe. It'll never work. 
568422,0,@XxAshley28xX  lmao I'm so embarrassed 
1381450,1,1
699601,0,"Watching &quot;Murder, Inc.&quot;  hate when I can identify the male leads but not the female leads "
1006500,1,1
874028,1,1
1472682,1,1
1391996,1,1
1233771,1,1
1327964,1,1
1368539,1,1
293764,0,I'm so sleepy and I'm stuck at work till 9 
1333736,1,1
1186668,1,1
1278195,1,1
1182286,1,1
730810,0,@Periodicjunkie @hartzandsocks I wanna go to pride too!!  damn you west coasters!
5606,0,@heybonnie  well text me when you have it. ;) weee
67381,0,@CalMarieB Ugh... I don't use FB. 
1106926,1,1
1297476,1,1
1133294,1,1
453513,0,@acummings it was good although the $5 special is only pepperoni. Unfortunately they skimped on the sauce 
1094241,1,1
721366,0,@lovelovelove24 You're just going to stop talking to me? 
410638,0,I HAVE TO READY OH GAAAWD HELP ME 
518931,0,damn ive been attempting to edit all night. i need to get a firewire. i lost minee 
1329525,1,1
345752,0,"stuck at dentist's yesterday for 4 hrs, and the kindle battery was indeed dead  ...verrry long day"
1055752,1,1
429852,0,So sad the cardinals have lost 2 in a row 
1165915,1,1
1010106,1,1
1509945,1,1
1265837,1,1
1015468,1,1
1435703,1,1
1247129,1,1
856941,1,1
1461492,1,1
1290320,1,1
461726,0,@simoncurtis I Have Have Nothing To Do...And I Have To Stay Up Until 6am...Gosh Life Sucks 
769918,0,"about to get off, and im sick  throat hurts real bad!"
1510457,1,1
746165,0,@zenojones Man... This shit is garbage right now 
388563,0,homework...homework...homework...thats all i ever do! 
61984,0,Love ya too. &lt;3 Oh and BTW the song that you write about me and Yosi lost and I can't find him  Write me a new one? %%
262946,0,Mutated human being have made food &amp; sex a favorite PAST TIME..  are all humans sick??
808862,1,1
498527,0,"Chase has been home for an hour, and has already made me mad! "
826658,1,1
470362,0,is not impressed   .. Why are some people so selfish  xx
1101971,1,1
1512616,1,1
676704,0,neverrr wants to leave Bald Head 
775346,0,she kissed me and she hugged me.. now i'm scared of AH1N1 
143707,0,@james_lockey  that's my whole day.. Nuuu
1444074,1,1
370985,0,wow so fking bored 
1241024,1,1
929565,1,1
892743,1,1
525279,0,"@leilani137 hmmm couldve gone better. Thank god I was too drunk to remember it- I can't tell what was worse, the delivery or the jokes "
1207430,1,1
1296966,1,1
1574323,1,1
664914,0,Packing.... So sad 
271143,0,I'm gonna miss Cali if I have to move out this summer.  There's a farewell tourney for me...and I know I'm going to cry.
1351286,1,1
1074566,1,1
1599345,1,1
937868,1,1
1563710,1,1
28223,0,Feeling not so good today  Gonna stay in and get some rest!
521467,0,wow twitter is being weird for me today... super slow 
716679,0,907 and no ones here yet 
656536,0,@pchafeehily oh right :L i thought that he'd hurt himself or something  aww i bet your going to miss him  xxx
1201826,1,1
1458240,1,1
876522,1,1
223231,0,"Fetched cash &amp; reached swimming pool just to be told I need a medical fitness certificate, 3 stamp size photos &amp; residential proof "
1569180,1,1
1320944,1,1
483101,0,"hangin around, chillin, listinin to very very good music. and nooooo, rain the whole day "
1503207,1,1
1202603,1,1
1090608,1,1
1444142,1,1
836801,1,1
889857,1,1
314022,0,"ugh, work tmrw. "
1530986,1,1
1495082,1,1
1101080,1,1
1080713,1,1
449563,0,"Ooh, just discovered live BBC iPlayer. I genuinely didn't know I could do that. Now back to the depressing business of the BNP "
864632,1,1
945904,1,1
1174453,1,1
349157,0,"Doctor prescribed codine. Feeling kind of loopy, but not loopy enough "
1156076,1,1
637217,0,@XGraceStAcKX  thanks. xox
777988,0,I wish my dad was alive so he could help me design my tattoo 
255656,0,oh.  it got turned off. 
1333701,1,1
346146,0,So tired... I do not want to go to work. 
1588276,1,1
1359501,1,1
243143,0,@crystalwho I'm at a bbq!  I'm sorry buddy 
44112,0,...wonderful except when my brother kept turning the light on &amp; people and dogs downstairs kept making noise &amp; waking me up 
1128598,1,1
1535264,1,1
80210,0,Oh noes 
781103,0, besides that great graduation day. I finaly made it I'm a highschool graduate ! Moms word .. Chapter close .. Keep pushing foward.
455065,0,@ohmanamanda I just looked at the system requirements for it and my shitty laptop doesnt meet em 
673299,0,"sadly I've run out of coke, so the rum and cokes have come to an end...  "
824884,1,1
1162008,1,1
651758,0,@brittmcintyre she never talks about us anymore..  I haven't met a cool baby here yet
112665,0,@kasanika Thinking of you &amp; your family today.  
619247,0,exaaams... 
413177,0,wish my bf didnt have to leave and leave me home alone   i miss him so much and am worried about him!
1058706,1,1
1509788,1,1
794678,0,@ashumittal Thx. Unfortunately that didn't change anything  Maybe my converter is just messed up.
1046057,1,1
903607,1,1
771088,0,"@iwannacrash hahahaa your englinish(? makes me laugh  i morÃ­ too.. it was time to revenge - yo no qeria pero buen, los qiero a ambos "
837590,1,1
786731,0,well daaaaaaaaaaang i missed a lot as soon as i went to sleep. @zammie255 im so sorry about your awful week and archies show cancelled 
229321,0,Casey is about to show me a video that is &quot;so funny that i'll poop everywhere.&quot; I don't really want to poop everywhere. 
1221937,1,1
383298,0,@varunshridhar EXTREMELY!! we missed the complimentary drinks 
296099,0,@peytiejane Lol woww. Iono what to say to that. :X Did you check? 
1409740,1,1
1053369,1,1
1116864,1,1
818040,1,1
324914,0,gettin ready to go out.... but really has no energy 
655640,0,"@sistahe thanks sis,wont be a late late one tho...work tomorrow &amp; sunday "
99122,0,I want to be at MK  If only I could drive and had a car.
1148032,1,1
411133,0,wishes that i was there with them instead of here alone 
130214,0,T1 will be grumpy tomorrow and he's being assessed for autism spectrum disorder!  Hard to assess if all he does is grumble and cry 
445845,0,@treas_treas awe  i'll be back as soon as I can!! you on gchat??
385165,0,good thoughts and feelings about my birthday have gone away. My sister wont stop going on about her car. my mum is in a piss. its raining 
838032,1,1
1329611,1,1
866430,1,1
582372,0,Playing WoW I feel addicted to it 
6535,0,Waking up to say goodbye is never a happy start 
176825,0,"@asdquefty Yes they are, and now they're all gone.  Did you enjoy yours?"
1580368,1,1
1126915,1,1
623682,0,Frustrated. The one day I can sleep in....... myself won't let me sleep in  depressing.. too early to be up if your not at school. lol
938666,1,1
432687,0,Has another day of revision... 
1426339,1,1
1508862,1,1
1383751,1,1
1454278,1,1
1068830,1,1
844782,1,1
1449420,1,1
1509276,1,1
697096,0,"@carenl hey I did read BF but not ALE yet   I am still way, way, far behind!"
276160,0,Totally overslept  Oh well... Time for the gym
197917,0,@smishpixie  Everyone's heading to the beach here too- makes going anywhere a real pain.
493386,0,@ThisIsRobThomas why one US residents  
212285,0,So nervous about the game tonight 
72568,0,Has another splitting headache 
981728,1,1
974264,1,1
767805,0,Oh. My mistake. 2 things then 1.  My site is GetVideoArtwork.com which is for iTunes Movie posters FYI 2.  Card still hasn't come  ideas?
1559096,1,1
655495,0,I just realized Kae doesn't have a last name 
339504,0,Its going away  thank you nature for giving me a lightshow packed with crackling booms! and now... rain.
621151,0,@DJMagic I left that one at stephs for you 
236361,0,laying in bed not wanting the night to end 
747687,0,@camillaaxo: oh no really?? I've tried to do my eyes like yours but no luck  but how are you??
233709,0,Oh no!!!  It's bloody hot again!!! 
1578801,1,1
990422,1,1
1448848,1,1
121737,0,"@jjprojects I feel that coal will always be dirty. On the other hand, it will all be burned all of it. That's human nature... "
497713,0,"I feel sorry for Chuck now, with the &quot;Carmichael&quot; dream.  #chuckmemondays"
588678,0,@Cephikun OMG me too. So much. He's like the only dead actor I really miss. 
1431454,1,1
1080484,1,1
627090,0,"ARRGHHHHH! wanna go out  bored, cant sleep, just erghhh haha"
960837,1,1
1549639,1,1
210746,0,My grandpa doesn't have Internet. Hope there is an open wifi close or it's the tethered iPhone data plan will have to do. 
1123708,1,1
934787,1,1
1408099,1,1
1212174,1,1
642720,0,cold water ain't cooling my body. 
1561572,1,1
466238,0,i am not supposed to be up this late its not good for me  uhhh i think? somme more studyyying! wooohooo 
160235,0,"@livestrongnj yeah, it's terrible  cockatoos are the hardest to live with, so emotional. good thing he found you, though!!"
1429168,1,1
1523045,1,1
633871,0,Bhala uska Green mere Green se Green Kaisa ...jokes apart...I am very much concernded about developments in Iraan 
1473516,1,1
1103840,1,1
1554387,1,1
737043,0,Typhoon on the east coast.. 
602028,0,"needs more sleep, but is at summer school from 8-3. "
1467457,1,1
650513,0,Oh no!  I just got an acceptance for a poem in a BETTER journal than the acceptance for the same poem that I already said yes too. 
510041,0,Back to office and still disconnected 
341347,0,I want a motorcycle 
727964,0,packing my bags..getting ready to go home  &amp; watching Lion King 
1494819,1,1
485061,0," great, got to do a fake presentation on explaining how an operating system can be viewed as an event driven application, i dont get it :S"
1116577,1,1
1324630,1,1
205186,0,hmmm not entirely sure what i want to do with my saturday... not feeling 100% and i didnt even drink much last night  
708774,0,sometimes i truly wonder why i bother 
459316,0,And the decision is... Mike Brown   no excuses but Faber did break his fucking hand!
347726,0,i lost an earring.  they were a very special gift from someone i love very much.  bummer
675456,0,No more smoking in rest. At end of year in. V. A. 
566052,0,@KORAREEFi I hope it heals up soon. 
605489,0,well am off now to try and hobble my way to work some how ! wish me luck 
1143994,1,1
1061961,1,1
1126973,1,1
903068,1,1
621025,0,but yet they want my brother to go with them just because he's a drunk and a fucking pot head...W.T.F!!I'm the good one why can't i go? 
807077,1,1
42880,0,@DeeMMT some problems with MMT functions and no email for trouble tickets  how to get customer support ???
1393818,1,1
845078,1,1
710132,0,Just came in from a trip to Dairy Queen...its blazin hott out here in the Queens City! I wonder when boo is getting home from work??? 
545330,0,@rohanshar Mat bol yaar.. I lost some money yest 
917380,1,1
463292,0,hope I can get off work early today...this headache is really killing me 
1145969,1,1
597165,0,I can't seem to visit techpowerup.com  I'm deprived of hardware news
431856,0,I still have a rough voice after swallowing a pack of strepsils! 
516111,0,Dug through some cipboards and discovered an oldish polaroid. As expected its broken 
1454499,1,1
900844,1,1
501293,0,Still sick. Im going to the doctor... i think its the flu!  and im leaving for new york on wednesday. Kk going to go on facebook!
338161,0,@athialis i wish i had some wine 
1382698,1,1
46879,0,Remember the days when you had to manually type in song names on iTunes etc? Well I've got a big box'a CDs and no Internet. Or toaster- 
849525,1,1
207835,0,@KimKardashian if i ever get off the 405 within the new day or so i promise i will try them lol ughh LA traffic!  have a good day!
874462,1,1
1097303,1,1
1338132,1,1
1100935,1,1
658412,0,all goldfishes died  RIP
561486,0,@jarofclay73 I was kind of hoping for an early release. 
679266,0,gotta do chores now 
216500,0,ahh im so  shaheen didnt win actually.
255140,0,@kattysusvilla I totally agree with ya 
628768,0,Poor Jillian   I didn't realise she was only 10! #rhnj
342987,0,Air France still missing. 
827672,1,1
821823,1,1
857599,1,1
731604,0,I don't like sleeping without him  NIGHT tweeples...
629604,0,@bpende aw so sorry about your pup 
1144327,1,1
1289048,1,1
1052142,1,1
522553,0,@ting11 Haha! But Im afraid it will not be avilable by then It has been out for quite sometime le 
329064,0,I need some new models.  I broke my old ones 
1287867,1,1
914494,1,1
451897,0,@bryntittle we did say 
1385132,1,1
18929,0,"@goatsworth ... You're too kind! But, alas, I was a spectator and not a participant. "
1245637,1,1
103149,0,cant believe we have to wait til Nov 09 for New Moon! Sadness! 
530938,0,"Anthropology is doneeee! But I didn't talk about the May 1998 riot, missed the important part due to the time limit "
1415,0,why luke worral doesnt have twitter? 
1443085,1,1
264414,0,"Still sick  But on a good note, i'm not milky white anymore! That tan is on point ladies n gents."
645895,0,"Haven't twittered in forever, drinking at kathys slowed down so bad I'm bored "
1432205,1,1
66367,0,I don't know what new shoes to wear tomorrow which means I don't know what clothes to wear.  Being a girl is hard!
731346,0,"Gah! We planned and executed perfect salutes as we launched on Rita; Queen of Speed, but the camera broke! "
1073828,1,1
1365572,1,1
157110,0,@shilenabug make sure you stay home and get some rest. I've had a lot of students coughing on me this week 
1477278,1,1
550813,0,No lunch today  Mom didn't pick up the goddamn phone! rest of the day is gonna be a living hell 
538119,0,out with parental units...phone is dead atm 
1395763,1,1
772564,0,Why do random women  who are &quot;hot hot hot&quot; feel the need to follow me? Spam on twitter 
166405,0,@geekgirl444 apparently so!  I'm falling apart in front of my eyes 
394152,0,@PrinceSammie ugh you should go to day 2 tomorrow thats when im goin 
786002,0,Looking for someone who can extract files from a computer that won't even turn on  RIP computer
114497,0,"im still disappointed with you.  and still, busy thinking of you as well..."
925952,1,1
1534750,1,1
1234800,1,1
727169,0,"@josceola Man By the time me &amp; @darealyoungwise was ready to bounce, it was no point.. It would have been over by the time we got there "
507849,0,"What a beautiful day !!! Let's go walking... No, WORKING  Arf"
762595,0,I've got nothing to do or say until the footy season starts and i have been to a festival; me mates are going glasto 
1508342,1,1
320054,0,Saying good bye to Appy tonight. And so begins a long month of farewells 
256807,0,@melz0812 I know  Its this huge history project..its gonna be about 15-20 pages lol. Yeah I cant wait for summer! 
422730,0,@SalioElSol08 nope...so am i 
1314307,1,1
1381674,1,1
1127288,1,1
242220,0,And many tests to study for  didnt even start (of course.) lol
737781,0,@natngys   so sad la you cant make it!! 
1427592,1,1
477458,0,"@joanjin 2 weeks time  the 4th week i wont be ard, going hongkong^^"
1431246,1,1
210129,0,is not happy...considering she has to be inside on this perfect pool day. 
1036626,1,1
234483,0,@fredchannel  rojadirecto.com looks to be expired domain 
975075,1,1
980814,1,1
1360688,1,1
60292,0,I just spent the first night in our house and am misisng my Timateo like crazy 
1466194,1,1
115360,0,go to the beach with my puppy  My last day in California 
1342513,1,1
1213435,1,1
464905,0,@skakid25 Sadly for me I've been preparing for killer robots/zombies instead of nukes. Picked the wrong doomsday scenario apparently 
633051,0,@Thegame316 Noo  I missed it. So bummed.
560163,0,How is it 11pm? I looked at the clock a minute ago and I swear it said 8.30 
1050384,1,1
1581532,1,1
1055444,1,1
158115,0,i hate sleeping in 
634878,0,@Karess_09 I know!  If i dont win imma just do what i planned on doin at 1st just like in confessions of teenage drama queen imma sneak in
851399,1,1
1438158,1,1
1091083,1,1
699704,0,My favourite pair of shoes has a hole in the bottom and water leaks through. 
1013354,1,1
436072,0,On our way to another grad open house..wishing it was not 55 and raining 
159137,0,@bencrowder I just arrived in SLC. I won't get to bed until 1am. 
1474289,1,1
692122,0,@thevaine @stephizzzle @clikkk Glad to see you guys finally back in action today at Utopia! Sorry I couldn't stay behind to say hey 
1431575,1,1
627739,0,"@alisoncxo, I don't know any babies  at all! I've never held one either. That's prolly why I'm so obssessed? Haha."
1276196,1,1
1215636,1,1
1131371,1,1
1030788,1,1
1106102,1,1
691105,0,Nail art is not the best  I was dissappointed.
96448,0,LOL Back from School cudnt be online at morning 
1152215,1,1
192299,0,"Morning all, ouch my head "
864980,1,1
254214,0,it's not fair. 
641511,0,This is not good... I work by myself tomorrow.. I don't know what I'm doing.. This can't end well 
37933,0,"@Avatarpress only 1 or 2 books, but probably 3 versions of each  "
1171988,1,1
1053493,1,1
712207,0,"hey world. woke up early .. and i don't like this, i only got 3 hours of sleep, i didn't even felt that i was sleeping. "
872332,1,1
941149,1,1
152151,0,@friendofdorothy I'm sorry about today   Still will hope to see you some time soon.  Hugs to you!
319172,0,I didnt mean to make you worry my My Queen Muneca ....but i was truly sick when i got off the Plane 
1245144,1,1
1503732,1,1
807244,1,1
1368479,1,1
502441,0,@Paulaabdulfan91 oh im sorry to hamsters ! 
1532741,1,1
464644,0,@IfYouSeekMikey thanks for the invite  lol
78250,0,for the record id jus like to say...Moving SUCKS!! 
620108,0,@punkawonk i honestly wouldnt mind. i just didnt want to be alone today! 
1053050,1,1
1155692,1,1
315428,0,@porky01 yep . 
305836,0,@soy_zombies IA D: stuff like that scares me 
38197,0,@kasey79 I did too....but i guess i don't have good intuition either 
719180,0,packing my computer = bakal jarang online 
412242,0,@iDavey that was a very hurtful statement davey..... 
27482,0,Argh dramarama essay - still not completed 
651768,0,There's no exclamation mark on my typewriter. 
1073487,1,1
929710,1,1
487396,0,all i want is fic where calvin meets pete wentz. 
786929,0,@RayBeckerman true. its a bit too easy to forget the human cost of it all 
393652,0,getting ready to yell got family coming to town not very excited there not the best pppl to be around 
1146639,1,1
343874,0,poppy munching away on doggy snack and victoria secret tracksuit is backordered  love it though
88440,0,"Today is Mother's Day, so I'm cooking, well I'm trying to! "
901860,1,1
1471013,1,1
899955,1,1
96807,0,starting to miss summer already 
371545,0,@PunditMom Why? What's up? 
1011797,1,1
1147255,1,1
1561533,1,1
382202,0,Just broken one of my fave wine glasses 
686748,0,Looking at our boat.... Unfortunately it is not in the water yet 
1330591,1,1
1026872,1,1
1505632,1,1
296268,0,#REASONSFORLEAVINGTHELASTJOB: my boss killed me on spymaster 
342930,0,"i'm at school, n swedish class  it's not as fun as i hoped it would be "
19373,0,if only I had a big enough origami army they would help me 
27976,0,"I feel so bored, I have nothind to do "
393929,0,Please follow me 
976714,1,1
243536,0,"@Wally0726 ummmm.  I'm not a tease. you're the one with an appointment, yet I cant get it today?  "
1456791,1,1
820455,1,1
460324,0,"@MissNathVintage Yup did everything you said, what Jordan said, copy and paste, googled it, but to no avail... oh well no voting for me "
418459,0,spent a whole day cycling around San Francisco. Now I have a really bad sunburn  But it was definitely worth it.
1130193,1,1
87850,0,going to my grandparents today. 
156269,0,@atraz hahah :/ she hasnt replyed  i have been tweeting her forever! and i gave selenagomez my twitter.. but she didnt add me 
687874,0,@icanhasdinos I still have to learn the names  I'm still at the school. LOCKING THE LITTLE GIRL IN THE CUPBOARD WAS SOMETHING SPECIAL
516961,0,@missflack aww 
1125240,1,1
559805,0,"Wupps.. Twitter's search engine seems to be on the blink, so my Updates page is looking a bit empty "
1411371,1,1
240973,0,@que_day26 ahhh were missn it 
1379213,1,1
1005979,1,1
65620,0,@dannykurily aww poor danny  hope you're okay!
1115932,1,1
1119892,1,1
909413,1,1
1436930,1,1
1200351,1,1
877720,1,1
1454949,1,1
1448404,1,1
190675,0,feeling a little down 
115281,0,wow i havent updated this in a while lol   waay disappointed w/ my shows finales  i hate cliffhangers
477657,0,I can't view tinyurl links at work... connection interrupted 
441353,0,wow my laptop just did a unexpeded shutdown  oopps
18261,0,also the last day of Holidays tomorrow 
1253341,1,1
656869,0,we have to wear our visors at work now. 
545613,0,@nbamusings Your site won't load. 
1058296,1,1
37610,0,"thats was the fastest shower of my life, somebody kept turning on the water and it was going cold "
132803,0,It' over!  I want to got back to Friday and start over.. Now the 7 hour ride home..
999791,1,1
1265065,1,1
1264390,1,1
366438,0,watchin superbad with rissa. suuper sick 
941512,1,1
563829,0,Some laker fans are ghetto!  ppl smokin blunts while their kids r right in front of them. Smh! Really LA?!? @TBBF
276322,0,Sunburnt.  and I have work in an hour!!
1399324,1,1
1093915,1,1
1531569,1,1
1504418,1,1
989168,1,1
1536668,1,1
651806,0,"@yer__mum too late competition over  I have reserved a Reaper code for you, no worries. I'd &lt;3 a Home gamesave with the Penthouse, plzzz!"
317894,0,"My phone is MIA   I thought I left it at home, but Colin says he doesn't hear it when I'm calling it.  WTF!?!?"
57354,0,Some huge bug or something just landed on  my face while i was half asleep 
1040489,1,1
1064406,1,1
842982,1,1
1046568,1,1
959377,1,1
1316125,1,1
169423,0,@DeJonGrant I accidentaly slammed my finger in the trunk 
1271685,1,1
1062662,1,1
1374486,1,1
1188869,1,1
862561,1,1
1491095,1,1
655809,0,has to work all day and then gets to do the final Adults only night  &lt;Sad face.
1443810,1,1
1489387,1,1
1092353,1,1
841091,1,1
1405953,1,1
1006818,1,1
507165,0,@chrishealy 
857938,1,1
1266499,1,1
479430,0,@herbadmother Ohhh noooooo. 
4061,0,"@mcjo_standfree Yeah, they're gonna cut off a nostril!! :O Poor little love, it won't help his looks any! "
1139537,1,1
1527636,1,1
1131596,1,1
1146699,1,1
1333817,1,1
927954,1,1
1308777,1,1
1290751,1,1
337653,0,world's a very confused place... everthing on my desk seems confusing 
1389507,1,1
1180408,1,1
1287321,1,1
1332153,1,1
1572129,1,1
221160,0,"@blobyblo: have you been gaining weight?  i mean, your username... also, we still need to be BFF at some point. how about starting today?"
725060,0,hmmm...what's wrong with me...bad headache in sunday morning...its not a good sign... 
1512892,1,1
1043320,1,1
1099104,1,1
56308,0,"@GPforhire I am always up early can't sleep, 7am is a lie in for me "
1263625,1,1
1246085,1,1
847527,1,1
575459,0,@dmchapman mine's now at the bit where itunes can't connect to the itunes server for post-install stuff 
1321392,1,1
1209424,1,1
841206,1,1
184498,0,@AliaLiao haha that sucks.. i miss my old one! 
1304862,1,1
1079363,1,1
179013,0,@anthonyamor hey member when we were better friends then you and anthony. That was pretty sweet ha. Way to be a trader for the weiner. 
125117,0,"I don't want to go to school, i want to stay here and watch mythbusters "
1113057,1,1
317130,0,One of my ties got accidentally wish... 
543177,0,@ObbyP im right there with ya homeboy...of to the drs in the morning 
1109665,1,1
200378,0,I  listen Mando Diao and I learn 
853696,1,1
563139,0,Woohoo it washing day! i mean boo hoo 
352812,0,My rainy night chick flick turned into a snooze on the couch. Oh well...maybe another night....Off to cancel a David's Bridal BM dress. 
563200,0,I have a bug bite on my back. 
614409,0,@Meredithxx i agree.... 
746244,0,"Woke up after a few hours of sleep, and then slept until noon. So... I'm thinking plasma can wait until tomorrow. Don't wanna work out. "
495578,0,@TheEllenShow And I had garbanzo beans! Another reason why I hate being at work... Thanks Ellen. 
1184158,1,1
121490,0,"Morning all, just woken up, now must get ready for school "
201076,0,Takin Kayla to the airport 
1359432,1,1
698229,0,@ChichiTjandra my condolences  call me when ure home bebeeek
426628,0,*sigh* no money for new CDS  But I still got YouTube!
1011188,1,1
886854,1,1
1286553,1,1
688598,0,my dad just stormed out the house :S great my days starting to be a shity one  ...x
1157521,1,1
174401,0,I need some DRANK &amp; &quot;GRAPE KONTAKT&quot; from my girlies  lol SOOOO SERIOUS!
1516369,1,1
12858,0,@BazookaJoe786 tell me about it 
1286587,1,1
53497,0,my ipod is broken 
598252,0,@cuttac  dang.lol that's the only day you gone be here?
1186893,1,1
381307,0, hurt my foot whilst doin exercise.... I got cramp and now it hurts if it has too much pressure on it...
